,Importance
EPB41L2,0.024102775
CNTNAP1,0.024100427
EEA1,0.024100157
EBF4,0.024099348
GNAL,0.024099259
NEURL4,0.024099082
TRIM21,0.024098955
DNAJB1,0.024098277
CUL4A,0.024096072
EIF2A,0.024095505
TMPRSS13,0.024094692
ZNF75D,0.024092736
SFXN1,0.024092639
ELP4,0.024092497
SUCLA2,0.024092318
RNF138,0.02409149
DEK,0.024091158
RCBTB1,0.024090685
KCNAB1,0.024090493
FAM98C,0.024090208
ZFAND3,0.024090044
TRIB3,0.024089849
KCNJ8,0.024086919
PLEKHA5,0.024086704
YRDC,0.024086125
MED27,0.02408608
SAR1A,0.024085939
CARS,0.024085004
MTMR1,0.024083419
WIPF1,0.024083309
ATG9A,0.02408228
PRKD3,0.024082258
GPR34,0.024081506
ADCK3,0.024080634
PTTG1IP,0.024080597
CD226,0.024080122
PUS10,0.024079239
MBIP,0.024078893
RASGRF2,0.024075186
ARHGAP21,0.024075141
TMEM53,0.024074638
ANKZF1,0.024072848
ACTA2,0.024071481
YBEY,0.02407027
CD9,0.02407022
KIAA1919,0.024070054
UBE3B,0.024069907
METTL13,0.024069702
DHX40,0.02406943
AP1M1,0.024068967
TMEM101,0.024068715
NAA35,0.024068126
MED4,0.024067404
PDCD5,0.024066089
RAB5A,0.024065936
OAT,0.024065726
NBR2,0.024065219
GABARAPL2,0.024064798
DIXDC1,0.024064573
HNRNPH2,0.024064392
HMGB2,0.024063189
PHF8,0.02406196
LPPR2,0.024061201
CCNH,0.02406075
JUNB,0.024060572
INPP5B,0.024060428
OSBPL1A,0.024060367
ARHGEF10,0.02406029
MTERF,0.024060214
MFSD2A,0.024059769
PDAP1,0.024058662
SPOP,0.02405824
P2RY13,0.024058225
RPL18A,0.024056453
CNOT8,0.024056222
RPL35A,0.02405542
SLC26A6,0.024054492
DOLPP1,0.024054252
ZXDC,0.024053184
BCLAF1,0.024051992
MRAS,0.024051677
SLMAP,0.024051676
UBE4A,0.024051476
GTF2H2B,0.024051338
RAB11FIP4,0.024051292
BTBD19,0.024050325
IGHMBP2,0.02405
PRUNE,0.024049314
FCGR2C,0.024048632
CDADC1,0.024048569
PER3,0.024047857
SLC24A1,0.024047486
PPP1CA,0.024047403
CYB5R2,0.0240474
TMEM181,0.024047384
LSM1,0.024047252
RNASEK,0.02404642
LOC729970,0.024046417
SLC25A22,0.024046056
GRK5,0.02404535
FAM127A,0.02404484
DNPEP,0.024044165
TEAD2,0.024043705
PCDHGB2,0.024042128
DECR1,0.024040809
PEX26,0.024039878
C2orf74,0.024038643
ZNF749,0.024036722
C19orf66,0.024036556
C6orf62,0.02403653
WTAP,0.024036154
MPND,0.024035966
NAGK,0.024034582
AKIRIN2,0.024034055
DUSP28,0.024032384
ANO8,0.024031721
ATP9A,0.024031717
PDHX,0.024031637
PIGP,0.024031207
AIM2,0.024031011
ITIH5,0.024030179
INMT-FAM188B,0.024030099
CDCA7L,0.024029007
PLEKHJ1,0.024028776
MICAL1,0.024027945
POGZ,0.024027588
AHSA2,0.024026392
ISPD,0.024026243
TRPC4AP,0.024025714
FUT1,0.02402554
RNU12,0.024024695
ZNF233,0.024022913
ZC3HAV1,0.02402245
DHRS4,0.024022242
SLC9A1,0.024021631
WIPI1,0.02402114
LOC389765,0.02402088
CHRNB1,0.024020787
CDC42EP1,0.024019947
RAVER1,0.024019489
ARHGAP24,0.024019198
AK2,0.024019018
AGBL5,0.024018167
CD36,0.024017774
COG6,0.024017457
MRPL30,0.024017412
SEPP1,0.024016032
PIGC,0.024015447
RGS14,0.02401492
TBL2,0.024013676
EIF4E,0.024013236
GCH1,0.02401311
ABHD4,0.024012456
MRPL50,0.02401245
RNF139,0.024012242
UAP1L1,0.02401174
WDR6,0.024011219
MRPL34,0.024010632
CENPO,0.024009963
DYNLT3,0.024009593
DUSP3,0.024009243
AKR1B1,0.024008922
AGAP6,0.024008667
PROCR,0.024008395
WISP1,0.024007447
HCFC2,0.024006717
RAN,0.024006546
ERH,0.024006093
LMF1,0.024005894
LOC100335030,0.02400502
SND1,0.024002679
SLC9A8,0.024001552
SCAMP5,0.02400147
ABHD2,0.024000773
MRPL46,0.023999363
GRTP1,0.023998013
OGFOD2,0.023997702
THYN1,0.023997389
SGSH,0.023996947
ING1,0.023996443
PSMD14,0.02399537
ARFGEF2,0.02399486
LMNB1,0.023994591
SLC25A30,0.023992332
INTS12,0.023990164
MTX1,0.023989925
BTBD3,0.023989521
ZNF528,0.023988644
CSTA,0.023988612
SNAPC3,0.023988163
HIF1AN,0.02398657
BRI3,0.023985982
CNPY2,0.02398491
TM2D1,0.023983754
KDM1B,0.023983149
C9orf89,0.023983039
PTGES,0.023982378
FAM89A,0.023981653
CHN2,0.023981467
SERHL2,0.023981249
KANK1,0.023981176
CRB3,0.023980103
PXK,0.023980051
INTS10,0.02397978
PDCD6IP,0.02397917
L3MBTL3,0.02397856
THUMPD3,0.023978343
LOC100507053,0.02397803
PHF3,0.023977151
MAGOH,0.023976957
NANP,0.023976022
PFKM,0.023975125
ATXN10,0.023973707
ZKSCAN3,0.023973444
VPS72,0.023972992
RNF220,0.023972923
BLOC1S1,0.02397199
MED6,0.023971284
CIRH1A,0.023971168
SUDS3,0.023970924
ARID4B,0.023970013
UNG,0.023969786
MTCH2,0.02396938
KIF20A,0.023969188
CENPN,0.023968862
PRKCI,0.023968428
LPIN1,0.023968004
SRPR,0.023967989
FANCG,0.023966668
CAMTA2,0.023964409
ICA1L,0.023963938
ZNF644,0.023963481
ZNF639,0.023963213
FUCA1,0.023962228
PTGER4,0.023961598
C7orf43,0.023961077
RPS27L,0.023960704
PPID,0.02396039
PWP1,0.02396027
FYTTD1,0.023959793
ABI2,0.02395971
OSBP2,0.023959644
MTM1,0.023959387
ABLIM3,0.023959309
SGTB,0.023958089
ATG14,0.023958001
C12orf5,0.023957526
ZNF516,0.023955142
DROSHA,0.023954567
PIP5K1B,0.023954507
IKZF3,0.023954274
MYBL1,0.023953877
FTO,0.02395309
TMEM201,0.023952477
KLRAP1,0.023952242
RHOG,0.023952205
ZNF827,0.023952136
ADD3,0.02395209
NAALADL2,0.023951294
PTGS1,0.023949739
FBXL17,0.023949593
TCF25,0.02394856
RAD51AP1,0.02394724
TP53BP1,0.023946123
CDYL2,0.023945935
CCDC47,0.02394438
MKKS,0.023944348
CAND1,0.023944052
EPN1,0.02394405
MAP4K3,0.023943875
CLCN6,0.023943864
TIRAP,0.02394352
ST5,0.023943149
ACAD8,0.023942754
RALGPS2,0.023941627
MS4A7,0.023941476
GPR171,0.023940213
FAM114A2,0.023940004
RAD1,0.023939783
LRRC27,0.023939373
DPP9,0.023937618
LRP3,0.023933282
C9orf16,0.023932308
TFAM,0.023932228
INF2,0.023931824
PTPN18,0.02393079
FAM168A,0.023929566
FARP2,0.023928978
ZNF784,0.023927815
CENPB,0.02392772
NRARP,0.023926102
SEC23IP,0.023923626
CD248,0.023923157
SLC2A11,0.023921724
LONP2,0.023920784
STOML1,0.023920532
C4orf32,0.023919312
ZNF275,0.023919262
IL1RL1,0.02391842
ALG2,0.023918206
IRAK1BP1,0.023917075
GHITM,0.023916803
USP9Y,0.023916475
NHS,0.02391564
NCK2,0.023914156
SHE,0.02391366
SUB1,0.023913613
MACF1,0.02391199
CACNA2D1,0.023911443
CD82,0.02391055
RAPGEF3,0.023910137
SLC35B3,0.023910105
ATAD3B,0.023909776
PMS1,0.023908744
POP1,0.023908168
TCF20,0.023907691
DHX30,0.02390762
MEMO1,0.023907432
EXOC6,0.023907095
TRMT5,0.023906857
RPUSD3,0.023906672
ZFP14,0.023906033
PTPN3,0.02390566
CYGB,0.02390545
CLDN18,0.023905085
ST14,0.023905009
DNAJC10,0.023904309
PLAG1,0.023904122
PARP11,0.02390372
SORT1,0.023902483
GBP1,0.023899877
GYG1,0.023899563
DDAH1,0.02389661
TMEM50A,0.023896338
TPM1,0.023896208
CALM1,0.023896033
HIVEP1,0.023895733
DUSP16,0.023895688
ATP8B4,0.023895614
VCL,0.023895292
TBX4,0.023894869
DTNBP1,0.023893755
NRAS,0.023893515
PRPF38B,0.023892803
ATHL1,0.023891564
IKZF5,0.023889698
KATNA1,0.023889028
AHI1,0.023888674
TPCN2,0.023888588
LRRC16A,0.02388679
ACAP1,0.0238867
TMEM42,0.023886569
DLG1,0.023884578
RAB25,0.023883782
FRMD4A,0.023883546
ZNF568,0.023882924
ZBTB45,0.023882022
RFFL,0.023881435
RCHY1,0.023880497
SIAH2,0.023879493
CPEB4,0.023879485
TOPORS,0.023879327
KIAA1217,0.023878967
CHSY1,0.023878515
LHFPL2,0.023878368
TBC1D30,0.023876704
PELP1,0.023875467
NAV2,0.023875445
METTL10,0.023875326
PPARGC1B,0.023874566
MYO7A,0.023874285
MPHOSPH10,0.023873009
GJD3,0.02387189
PTAFR,0.023871338
DAPK1,0.02387065
FAM160A1,0.023870459
SDF4,0.023870029
C1orf198,0.023869954
A4GALT,0.023869801
PPP5C,0.023869062
PDE6D,0.023867616
CALCOCO1,0.023866178
IFT52,0.023865737
PKD1,0.023865668
KIAA1432,0.023865582
PLAGL1,0.023865491
EEF1E1,0.023863988
KLHDC2,0.023861645
ACER2,0.023861455
TMEM185A,0.02386141
MPZL2,0.023859054
NCOA1,0.023858516
GLOD4,0.023858313
CSTF3,0.02385813
ZHX2,0.02385703
GRB14,0.023856757
TIPIN,0.023856614
SPSB3,0.023855053
SLCO2A1,0.023854934
ZNF623,0.023854736
HIST1H1B,0.023854347
STAT5B,0.023853939
PRPF8,0.023853902
RUVBL2,0.023852788
RNF34,0.023852699
NT5C2,0.023852691
USP25,0.023851754
STK17B,0.023851635
BNIP3L,0.023851035
GNB1,0.023850579
AASS,0.023850389
NUP153,0.023850134
WDR82,0.023849456
BROX,0.023848413
ST3GAL2,0.023848377
ZNF75A,0.023847997
ARL15,0.023846902
ZBTB5,0.02384507
C8orf76,0.023842186
ERMP1,0.023841854
ABT1,0.02384115
ETFB,0.023840673
SFMBT1,0.023839317
DPY19L3,0.023839198
IPO11,0.023838721
PHF13,0.023838125
MAP3K11,0.02383752
LYRM5,0.023837477
NUCB2,0.023836603
PRSS23,0.023836166
LOXL2,0.02383407
HSPBAP1,0.023833867
ZNF23,0.023832632
FBXO11,0.02383245
TTI1,0.02383196
JUN,0.02383126
TRIM24,0.023830887
RBM47,0.023830412
DCLRE1A,0.023830257
B3GNT5,0.02382964
HEBP1,0.02382914
NGRN,0.023828378
NEK3,0.023827322
KDM3A,0.02382652
DPM3,0.023825081
FBXW9,0.023824723
PHLDB1,0.023824245
EML6,0.02382365
PKDCC,0.023823258
SLC22A23,0.023823174
ACSL5,0.023822607
PCGF6,0.023821985
CLOCK,0.023820769
MRPL41,0.023820171
DHFRL1,0.02382008
AGGF1,0.0238187
RNF122,0.02381849
DDX52,0.023818376
RPS14,0.023817671
MUC20,0.023817413
ZFYVE28,0.023815999
SDC3,0.023815744
SNX2,0.023815202
VCAN,0.023814471
ZMYM1,0.023814403
TCEAL8,0.02381364
ZNF688,0.023812657
IARS2,0.023811938
CHD9,0.023811541
LSM3,0.02381004
STAM2,0.023809353
PLA2G4F,0.02380932
NUDT16L1,0.023809263
ZNF480,0.023807757
ITPK1,0.023806885
LPAR6,0.02380543
FAM193A,0.023805104
ANKRD22,0.023804436
SENP3,0.023802748
ZNF597,0.02380212
AFMID,0.023801608
HOOK1,0.023800692
ARHGDIA,0.023799274
PER1,0.023799205
ZNF839,0.02379877
LZTR1,0.023798715
HNMT,0.023797356
MRPS31,0.023796424
CD180,0.02379597
NOC4L,0.023795368
DNAJC27,0.023794414
MSR1,0.023794271
ACBD4,0.023794053
NTPCR,0.023794
ZDHHC1,0.023793064
IRF3,0.023792982
ARL8B,0.023792781
SNHG12,0.023791792
TMEM117,0.02379084
GJB2,0.023790568
AP3M1,0.023789223
C11orf35,0.023789128
EXOC8,0.023789018
DEGS1,0.02378782
TRAPPC10,0.02378766
PNPLA2,0.023787627
ELF1,0.023786912
STAG3L4,0.02378643
GUCY2C,0.023786105
DTNB,0.023785155
GMCL1,0.023785003
NUPR1,0.023784488
UBE2Z,0.023784157
YPEL3,0.02378401
SLC41A1,0.023783516
UBXN8,0.023783337
CTIF,0.023783317
GAS5,0.02378293
BAMBI,0.023781668
XRCC5,0.023780959
RNF25,0.023780923
PLEKHM2,0.023780582
FADS2,0.023780078
ZNF641,0.023779405
CCR1,0.023778886
SLC7A6,0.023778468
CPXM2,0.02377785
WDR77,0.023776952
GLA,0.023775784
UTY,0.023775607
IFIT5,0.023775224
PSPC1,0.023773666
THRAP3,0.023773316
DMPK,0.023770938
TMOD3,0.02377073
TIMP3,0.02377062
IFI27L1,0.023770574
KIAA1279,0.023770567
ZDHHC18,0.023770101
PLIN3,0.02376937
FAM185A,0.023768779
MARS,0.023768643
PCCB,0.023765951
RAB9A,0.023765692
PKD2,0.023764381
ESCO1,0.02376437
TMEM67,0.023764284
MAP2K7,0.02376395
ZBTB49,0.023763897
UHRF2,0.023763666
CETN2,0.023763204
YTHDF1,0.023762427
IMP4,0.023760922
RBCK1,0.02376049
RAPGEF2,0.023759874
BRMS1L,0.023759715
MTIF2,0.023757955
B3GALTL,0.023756586
IDH3B,0.023756182
PISD,0.023755752
HSPA4,0.023755679
FLVCR2,0.02375547
COG4,0.023755254
DENND2C,0.023755103
LRRC37B,0.02375507
ANKMY1,0.023754952
MZF1,0.023753323
LRRC57,0.023753276
ORMDL3,0.02375222
ID1,0.023750799
DYSF,0.023750776
CMKLR1,0.023748996
KIAA0226,0.023748726
PITPNM1,0.023748318
SP3,0.023747938
RAD21,0.023747498
WDR33,0.023747291
PGM5P2,0.02374664
DLGAP5,0.023746606
SLCO3A1,0.023746096
GPC6,0.023746062
RAB4A,0.023745744
ERBB2,0.023745451
DCTN3,0.023745313
RAB11FIP3,0.023744829
RIPK1,0.02374293
PRMT1,0.023742154
RBBP4,0.023739435
CCT4,0.023738816
TARS2,0.023738472
ZNF317,0.023737658
ZNF561,0.023737611
NBR1,0.023736557
SLK,0.023736367
PRTFDC1,0.023736356
RFNG,0.023736082
C10orf10,0.023735996
C11orf54,0.023735844
C12orf75,0.02373556
MITD1,0.02373311
ANGPTL2,0.023732184
CLMN,0.023732176
EIF4ENIF1,0.023731383
AMD1,0.02373138
FAM102B,0.023731075
ALG10,0.023729581
ABL2,0.02372908
NAA38,0.0237285
ERGIC2,0.02372805
RBM6,0.023726573
SASH1,0.02372583
PAG1,0.023724357
TTF1,0.023722533
RGS12,0.02372206
WDR45,0.023721844
TADA3,0.023721227
CARD10,0.023720654
MAN1A2,0.023719862
SET,0.0237197
NFKBIA,0.023719339
BAG2,0.023717264
GRB10,0.023717223
TRIM66,0.023716578
THBD,0.023714155
NOL11,0.023713715
SETD4,0.023713073
HNRNPA0,0.023712778
MED26,0.02371183
TCP11L2,0.02371177
ZNF510,0.023710163
MBD3,0.023709228
ANKRD36,0.02370874
MACROD1,0.023708731
RNF144B,0.023708593
ARHGEF16,0.023708401
DHX33,0.023707667
MAP3K10,0.023706473
PHPT1,0.02370545
PGLS,0.023704583
MTSS1L,0.023703935
SAMM50,0.023703374
LYST,0.023702387
RAP1A,0.023700451
ZDHHC12,0.023699282
LAT,0.023696326
ADAM28,0.023694785
LGALS9,0.023694512
SNORA12,0.023693923
GNL3L,0.023691656
RABGAP1L,0.02368844
KIAA0754,0.023687838
PPM1L,0.0236875
LOC100130093,0.023686767
COPS6,0.023686744
N6AMT2,0.023686405
CYP4Z2P,0.023685578
C10orf76,0.023685068
RTTN,0.023680657
KIF20B,0.023680514
PGRMC2,0.023680208
PLXDC1,0.023679962
SLC23A2,0.023679843
ACTR3,0.02367842
MDN1,0.023678176
TNPO1,0.023677822
PTPRG,0.023677358
MSN,0.023676956
TGFBR3,0.02367663
GRHL1,0.023676272
MDH1,0.023675904
RAD50,0.023674935
ZNF202,0.02367437
MZT2A,0.023674212
SCARNA12,0.02367405
ARFGAP1,0.023673365
ZNF446,0.023673318
MARK3,0.023673208
GDE1,0.02367318
DNAJA2,0.023672838
BCL3,0.023672177
PCDHGA8,0.023670802
GALNT2,0.023670519
GPR126,0.023670314
ATP6AP2,0.023668202
HERC2P2,0.023668088
RBM45,0.023667578
MED24,0.023667151
TTC12,0.023666898
METTL23,0.023666868
SULF2,0.023666274
UMPS,0.023665838
TLE1,0.02366463
ARMC10,0.0236636
KLHL18,0.023663552
SMARCD1,0.023661742
ZNF549,0.02366064
DRAP1,0.023659114
HIPK1,0.023658995
BIRC6,0.023658477
TNFRSF14,0.023657298
SCRN3,0.023656854
TMEM187,0.02365589
EIF4A3,0.023655862
LACE1,0.023653861
PRICKLE3,0.023652516
MRPS17,0.023652421
MAP1S,0.0236522
SYNCRIP,0.02365113
ZNF860,0.023650715
SFMBT2,0.02365053
VAV3,0.023648134
SIX1,0.023647584
TRAPPC2,0.023646245
ENPP5,0.023646126
SNAPC2,0.023645757
CHI3L1,0.02364567
KIF3A,0.023644432
CLK1,0.023644218
GABRE,0.02364398
TCEA3,0.023643725
ADCY3,0.02364328
SMTN,0.02364087
NUBP1,0.023640396
ZNF143,0.023639997
PLEKHA1,0.023639647
DCAF10,0.02363917
CDC42BPB,0.023638967
SP140,0.023638617
RAB23,0.023636788
DNMT1,0.02363638
CDV3,0.023635656
CACYBP,0.02363514
CCM2,0.023634782
CALR,0.023634236
KIF13A,0.02363333
CHL1,0.023633119
ALOX15B,0.023633003
ZNF274,0.023632813
SEC14L1,0.023631006
SYDE2,0.023630412
GPR125,0.023630174
TELO2,0.02363006
DIRC2,0.023629464
FLJ10038,0.023628682
MOXD1,0.023627054
HELB,0.023626916
VEZT,0.023626199
PDCD6,0.023625843
RAB8B,0.023625173
CRELD1,0.023624659
ASCC1,0.023624191
ZNF45,0.023623621
EGR2,0.02362288
AHDC1,0.023622511
CD93,0.023621121
AKAP12,0.023620883
PDZD11,0.023619052
ADAMTSL2,0.023618132
REC8,0.02361647
ATP5G2,0.023616362
COBL,0.023616197
FIG4,0.02361512
SHROOM1,0.023611575
SLC44A2,0.023610927
TNC,0.023610834
SCARNA2,0.02361063
APOLD1,0.023610588
PPCDC,0.023610113
TYRO3,0.023610076
RINL,0.023608677
YIF1A,0.02360789
IER5L,0.023607492
B9D2,0.023607196
OLFML1,0.023606688
FAM101B,0.023605553
SLC27A4,0.023603544
PRMT6,0.023602763
ZBTB7B,0.023602456
DSTNP2,0.023602327
UTP6,0.023601497
GOLGA4,0.023600856
EIF4H,0.023600806
SIPA1L1,0.023600036
BBS7,0.023599578
NFIL3,0.023598675
FAM24B-CUZD1,0.023597805
ELL3,0.023597727
ICAM3,0.023595985
GALNT7,0.023595849
MLH3,0.023594819
KRI1,0.0235947
SPATS2,0.023594141
BCKDK,0.023594048
HENMT1,0.023593793
PTGDS,0.02359175
MRPS18A,0.023591224
KRT7,0.023591043
CKS2,0.023590602
FMN1,0.023589699
ZNF594,0.023589462
MYO5A,0.023589013
ESRP2,0.023588661
SMG7,0.02358844
PHF20,0.02358815
PACSIN3,0.023587137
PRX,0.023587
SPTBN2,0.02358686
CCDC53,0.02358585
CEP68,0.023585638
STK38,0.023585437
PTRH1,0.02358484
FLJ37453,0.023583857
CSRNP2,0.023581864
ZNF614,0.023581836
C5orf30,0.02358044
RAB11FIP2,0.02358017
FBL,0.023579827
COL5A1,0.02357949
SIK3,0.023579238
NCKAP5,0.023579033
PATZ1,0.023579
DOCK4,0.023577964
SMARCD2,0.023577772
GCNT2,0.023577107
NAGLU,0.023575982
ANKDD1A,0.023574825
SCAF4,0.023573749
NINL,0.023572333
TM9SF1,0.023571024
MIPEP,0.023569224
PANK3,0.023569202
RPS25,0.02356874
TRIM16,0.02356872
GLTP,0.023568518
WDR53,0.023568282
BCOR,0.023568233
LAMP3,0.023566999
CISD1,0.023566963
SCARNA21,0.023566088
RRM1,0.023565922
HOPX,0.023565806
CHD1L,0.023565682
BTF3,0.02356454
TAS2R13,0.023563385
MLX,0.023563178
CNDP2,0.023560943
UNC119B,0.023560278
CLASRP,0.023559459
TMEM154,0.023557791
CDH11,0.023554653
KIAA1598,0.023554562
ILF2,0.023554325
ASPM,0.023552896
UBE2V1,0.023551662
KRT15,0.023551622
GTF3C3,0.023551024
EIF5,0.023549328
ZNF319,0.023548922
GPR116,0.02354773
SENP8,0.023547301
COQ5,0.023547158
PRUNE2,0.023547092
LIMD2,0.023546852
YY1,0.023545971
ZNF232,0.023542998
DNAJC24,0.023542127
NOP14,0.023540495
ZNF132,0.02354046
UBAC2,0.023538599
TNFRSF19,0.02353748
FCRL5,0.02353712
SDC4,0.023536472
DENND4B,0.023535492
CTGF,0.023535399
HNRNPK,0.023534779
UBXN6,0.023534557
MAGOHB,0.023533344
MTIF3,0.023533184
WDR27,0.023531875
TIAM1,0.023531275
SLC16A14,0.023530751
FAM32A,0.023529738
IMPACT,0.02352933
STS,0.02352909
RFX1,0.02352822
ZNF598,0.023526756
GEMIN8,0.023525923
MTG1,0.02352337
PPDPF,0.023522815
PLEKHA2,0.0235217
SIRPA,0.0235194
HSPA13,0.023518523
SMAGP,0.023518447
TBKBP1,0.023518413
DYNLL2,0.023518404
SNX12,0.023518039
PTGES2,0.023513088
RPSAP58,0.02351273
TMEM55A,0.023512132
TARSL2,0.02350983
TP53TG1,0.023509035
PGD,0.023508266
HSPA14,0.023507485
CD2BP2,0.02350723
IDI1,0.023506943
EPDR1,0.023506891
FER1L4,0.02350673
LARS,0.023504555
INTS9,0.023503294
ADH1B,0.02350153
GBP1P1,0.023501316
MTR,0.023499234
EMILIN2,0.023496702
NET1,0.023496624
ERCC2,0.023495492
SLC7A1,0.023493556
DCTN2,0.023492647
TSR2,0.023491029
PBX3,0.023489825
PDPN,0.023489822
P2RY6,0.02348844
EPS15,0.023487613
TYSND1,0.023486892
ZNF850,0.023486612
MAP3K13,0.023486549
C9orf3,0.023484021
RBM3,0.023482243
DYNC1LI2,0.02348218
BLOC1S3,0.023482172
EPHX2,0.023481973
ITGB3BP,0.023480624
TRIM25,0.023479855
SLC48A1,0.023479339
TRPC1,0.023478895
PNMA2,0.02347779
RAD18,0.023477165
EXT1,0.023476392
DEDD,0.023472823
THAP1,0.02347258
TM9SF3,0.023471087
ACP2,0.023469832
SERPINB6,0.023468595
DPF2,0.023467451
USP16,0.023467341
SECISBP2L,0.023466906
TMBIM6,0.02346631
TPST2,0.023465315
GINS1,0.023465123
SFTPD,0.023462605
ESM1,0.023462087
HDGFRP2,0.023461303
C21orf33,0.023459783
DENND3,0.023458842
LMBR1L,0.023458801
MAGI1,0.023458416
SNAP23,0.023457995
NUDT16P1,0.023457974
CD46,0.023457626
LRRC47,0.02345589
FKBP2,0.023455383
ARV1,0.023455035
ARHGAP30,0.023454722
BECN1,0.023454452
HHAT,0.023454199
KARS,0.023453927
OGFRL1,0.02345363
TPPP,0.023453118
ARHGAP18,0.023452673
DBT,0.023452224
HDHD3,0.023452131
GPX3,0.023450173
JTB,0.023449503
ZNF350,0.023447836
GPCPD1,0.02344657
TMEM102,0.023444206
ZBTB4,0.023443332
ETV7,0.023442665
KIFAP3,0.023442637
PARVG,0.023441857
GSTP1,0.023440793
FBXO10,0.02344025
HSD17B14,0.023439853
MTMR9LP,0.023439258
CIDEB,0.02343881
ZW10,0.02343673
ABCF3,0.023435395
C1orf116,0.023435155
TCERG1,0.023434354
DUSP4,0.023434201
PNPLA8,0.023434164
RBBP6,0.023433229
BAG1,0.02343289
B4GALT3,0.023432257
SIPA1L3,0.023431124
ZNF586,0.023428202
NIT2,0.023427842
PARK7,0.0234273
BBIP1,0.023426477
MX1,0.02342456
EPG5,0.02342125
USP10,0.023421135
PPM1G,0.023420095
ZNF407,0.023417838
CSDE1,0.02341771
COX6A1,0.0234174
FAM199X,0.023415128
ID2,0.023414617
RBP5,0.023412742
PLN,0.023410926
DOPEY1,0.023409873
DMBT1,0.023409488
ARVCF,0.023409404
CCDC9,0.023408901
CARD11,0.023407333
LTB4R,0.023405323
FBXO9,0.023405315
DAD1,0.023403022
TRAPPC5,0.023402024
SERPINC1,0.023401253
SMG6,0.023400629
PCCA,0.023398748
RC3H2,0.023397535
CENPK,0.023394305
GPC3,0.023392562
PGK1,0.023390058
RDX,0.023388987
MTFMT,0.023388842
POLI,0.023386607
HFE,0.023385853
SERTAD3,0.023385733
SMAD3,0.023383576
ABCG1,0.023380937
SEMA4A,0.023380363
MRPS30,0.02337944
NSUN5,0.023379078
VDR,0.023378279
ZNF221,0.023375856
AP1B1,0.023374287
ETHE1,0.023368718
CHCHD7,0.0233684
CALM2,0.023368075
LRP10,0.02336801
LMO3,0.02336788
SRR,0.023365766
SCFD1,0.02336484
MED15,0.023363981
ZBTB39,0.02335926
GNRHR,0.02335749
AES,0.023356348
SMYD3,0.02335588
DDX3Y,0.023354612
MAOA,0.023353016
DFFB,0.023352144
IRS2,0.023350453
NR4A2,0.023350194
KIF23,0.02334889
FAU,0.023348244
ZNF595,0.02334647
SLC36A1,0.023345005
GOLGA3,0.023342839
SMEK1,0.023342123
ZNF223,0.02334204
LMAN2,0.023338933
RMND1,0.023338797
TMEM69,0.023338675
CYR61,0.023335095
XPC,0.02333447
RAB42,0.023334386
TADA2B,0.023333391
VRK3,0.023331963
TRIM56,0.023331756
ODF2L,0.023328096
MACC1,0.023327976
PTPN13,0.023327626
SENP7,0.023327261
VAMP5,0.023326525
CCR5,0.023326049
NAPG,0.0233255
USP48,0.023325048
C14orf80,0.0233246
SGK1,0.023324301
ATP2B1,0.023319775
DOK3,0.023319015
BUB3,0.023316447
XRCC6,0.0233143
ARID2,0.023312515
ATP6V1C1,0.023309847
TMCO6,0.023306645
SGIP1,0.023303716
MRPL12,0.023303604
IMPA1,0.023300337
P2RX7,0.023298308
ATP6V0A2,0.023297453
HSF1,0.02329296
LMF2,0.02329263
LTBR,0.023291811
BCAR1,0.023289325
NUDT12,0.023288792
MCOLN1,0.023283994
GALNT1,0.023282459
MRPS24,0.023281192
SLC25A36,0.023280181
SCYL3,0.023279816
PIP4K2A,0.023274923
RPS6KA4,0.023274425
USF2,0.023274187
LONP1,0.023273675
HSPA2,0.023272611
EIF2S1,0.02327112
LIG4,0.023270201
RAI1,0.023268407
SEMA3C,0.023265153
CAMK1,0.023264293
DERL1,0.023263596
ACLY,0.023261882
AGL,0.023260111
IFT122,0.023257293
ZNF696,0.023253351
PIAS4,0.02325108
NEDD4,0.023250192
ZNF213,0.023245344
XPOT,0.023244636
TBC1D2,0.02324244
PFKL,0.02324119
CDC27,0.023240874
TDRKH,0.023237927
CCDC57,0.023232223
SETX,0.02323186
ATP5A1,0.023229172
NCKAP1L,0.023228724
NR3C1,0.023227269
NNMT,0.023222405
DDX58,0.023222221
PYCARD,0.023221638
RAPGEF5,0.023221426
UBE2D4,0.023219414
MED30,0.02321674
CHDH,0.023214255
LOC100133315,0.02321339
PRPF19,0.023210756
UGGT1,0.023209907
SSR2,0.023206184
WIPF2,0.023203827
SH3BP2,0.023203265
SRF,0.023203189
AQP4,0.023203174
NCOR1,0.023203045
EXOSC10,0.023201825
LOXL1,0.023201035
MOV10,0.023200925
HIST1H2AK,0.023200026
ABCA8,0.023199724
STX16,0.023199279
AMBRA1,0.023197439
NFKBIE,0.023192683
CSF2RB,0.023190558
EIF2S3,0.023189636
HK3,0.023188831
IGF1R,0.023185508
STX3,0.02318527
ACADSB,0.023184022
SIPA1L2,0.023182023
SLC25A13,0.023180697
TMEM41A,0.023178933
LARP1B,0.023178928
NDUFB6,0.023178818
KLC1,0.023178477
ATP5G3,0.0231782
ATG2A,0.023174057
IRF8,0.023169411
PIGU,0.023164775
SLC25A4,0.02316122
GTPBP10,0.023158075
GPR153,0.023155292
CFL1,0.023154574
HYAL2,0.023154328
